sentence_id,uid,split_
51110_201505-37-476,c23bc2bb3ba7e6f47bdc58f3235f8969,both
51110_201505-29-383,b9cee0ec703b5527b36629f7e1252b6e,both
51110_201505-83-867,3a7db9c352efcbdbf5279ff2cde8e3b0,both
51110_201505-11-192,aa2237c6953567d355ceb7a38c4cd65b,both
51110_201505-155-1519,005f8f8a372c00ca32a7d7d4c0e42369,both
51110_201505-157-1539,449fbeedbe773d7dd2aa2cf0a1503f49,both
51110_201505-17-259,7a7c1b30167865358cddcf085048d8ea,both
51110_201505-75-773,5684cff3fa9abb567eb17402b8f5658a,both
51110_201505-17-257,71cc2402c43db2fc245542a6485d463a,both
51110_201505-127-1270,cc2a36de7bef8d381f53831cc6d074ef,both
51110_201505-27-350,42bed085e253bc44a5a75f4df447e831,both
51110_201505-13-199,2cdfd9b5c06b94a1d87117eedbe7b9b0,both
51110_201505-87-891,cfeb3fe7e8b102c06c346540f858f929,both
51110_201505-77-780,bd80de7437532d648f0ea583cf602d1d,both
51110_201505-21-311,d51ab74e0923b313aa2e29411ecef75c,both
51110_201505-19-280,cbdfbaafe9b9ec3de09b7198862743db,both
51110_201505-93-946,7e71f4b6efc6b38da8ae7fc8e84f3d5b,both
51110_201505-79-814,151c1ae84a9fe4961c11d7085678edb3,both
51110_201505-59-660,ab9e9b67d7d798b9db0672f16b18a57c,both
51110_201505-97-998,82ddccd2358e969d6b3a5a66712a669f,both
51110_201505-77-802,dc4141f6c6d5621bd44b8617c683b37b,both
51110_201505-125-1247,d4ac4f89657a15894ddf6ceac1d2de98,both
51110_201505-25-347,e19fc893e6d289fa303ca70929395119,both
51110_201505-111-1175,57a75c97c5723d290da8e0a7a62e6de7,both
51110_201505-81-823,3b62f08f7b5364758c67deb3636df328,both
51110_201505-15-235,e3dc4dff45cc2297eecb1918130ef67e,both
51110_201505-109-1162,3544d618b8e719c76d36689624bb1a2b,both
51110_201505-107-1132,f851da1326ad7a5a8076a679539190a4,both
51110_201505-89-913,c93dd72a7666feab4ab5f943a2447cb8,both
51110_201505-15-226,338e49b2b4daf1ad87b66c9adc8d98bd,both
51110_201505-107-1138,dee08633995446f2c0865c30e884ca66,both
51110_201505-165-1596,7e16aa3ed8de6a1dbb904818710bb48f,both
51110_201505-117-1196,54aac75d12cf31390f040804868806ff,both
51110_201505-163-1587,b8f23a07398daaed841545e667bb032a,both
51110_201505-85-872,8d694fab7b51d825f60beb201f780ac6,both
51110_201505-9-177,9c5698322621d3e9b1a455b15b60c60f,both
51110_201505-55-598,9a322c7414a6d0d178f5518f6d0d9497,both
51110_201505-97-995,68cf51a0e4680af27683a5af2f7a0b4a,both
51110_201505-143-1434,5323463cfcbf7fceaba3084456ae0d49,both
51110_201505-23-329,e7618edf7abdd8295304cea7c5809375,both
51110_201505-25-348,8f0998493bcbe26e60367c67e0a1a78a,both
51110_201505-41-506,5aa5681a91f697f691371678269f5553,both
51110_201505-9-161,42c14806e905cbe5b447f75ad89f6220,smarie
51110_201505-145-1458,0088923b6c77cfb3fb00dded6ae9a124,smarie
51110_201505-47-564,de0d3f8b8bbaacffa70785510e2edf9d,smarie
51110_201505-109-1159,f70048043949d302492f3d29ae8a52dc,smarie
51110_201505-121-1227,8029e4ad5022de985d13aa62007b419a,smarie
51110_201505-61-664,22ababb23953b322214064133e721cf8,smarie
