sentence_id,uid,split_
conservatives-1964-75-3,977ecfefbdd2fb474ee2cf2d3e68c9b2,both
conservatives-1964-103-1,6b1efb1bf0c6ed28b01df863cbc86c5b,both
conservatives-1964-34-4,e387523de90563a7fd8b63903d31d4e3,both
conservatives-1964-66-1,5b886b9a7ad04de50bfa878cc1214269,both
conservatives-1964-109-3,9eb4e60b2e59dea301f0e1206581b926,both
conservatives-1964-84-1,663e7b53b93e8a3c4aa7e1e715384a24,both
conservatives-1964-78-2,05a9d0a06efcc6916a68ec1a82865f41,both
conservatives-1964-178-1,17072ee76ca82254cbe9cdf1602697dc,both
conservatives-1964-198-1,000bb52a7e9541616cd9bc1503faeb3f,both
conservatives-1964-3-1,2d5082c1f5cad0d688f2d9e83a54c7e4,both
conservatives-1964-98-1,1bbdbb8b9c988c52a24037526225389f,both
conservatives-1964-100-3,687a4291c77dba5a64747fd41c79e8c6,both
conservatives-1964-60-2,6a16ad57c311a556d3335ef6c4d6de61,both
conservatives-1964-63-2,1506f30a465a2948989be921123fbb01,both
conservatives-1964-118-1,e3de01c87825922c5cbbe5cb492a7ed5,both
conservatives-1964-35-4,b87275973978d08f16fbca390fedbbb2,both
conservatives-1964-58-1,480578a05c1bec570619b3d631953360,both
conservatives-1964-108-5,a162fa660a12d86ea8c4a7e68e705972,smarie
conservatives-1964-44-1,c02bf49e75195d6cfbae8c51b89f2ac7,sjasmin
conservatives-1964-170-3,da60df9a2cc91bdba73f410de39ccf19,sjasmin
conservatives-1964-190-3,cabd9e3a1ea6b9cff345d844169327fa,sjasmin
conservatives-1964-77-1,bb8e975d55d26d2039ca697867025777,sjasmin
conservatives-1964-28-4,2428d6700acd5cb09de13b3e1cc34cfa,smarie
conservatives-1964-87-1,6b55b223c15a8f8b8b21a8dba58ed9a7,smarie
conservatives-1964-99-1,f007c0c195a4bf431edabdda58b77e0c,sjasmin
conservatives-1964-190-4,d24eb7d0a54395d5ea0fd480ce996638,smarie
